,author,published_at,updated_at,like_count,text,sentimiento
12,@a.hikmetancel826,2024-04-20T16:24:15Z,2024-04-20T16:24:15Z,0,"Yazılanları öde. Kaçıncı yardim. Yazılanları öde bu yazılanları harfiyen hemen yaptirt. Devamlisinda güclü kalirsin<br>Bu yardım on milyar dolar karşılığı villa iç kısımlarda gizli yerinde Rusya&#39;nın  köy gibi yerinde olurken. Rus vatandasligi oturma çalışma mülk para kazanma izni kağıdıyla  birlikte olurken.<br>Rusya&#39;nın ikinci ncisi en önemlisi dağcı komandolari yok aynısı gerilla eğitimleri ormanda yapılırken dağlarda devamlı kalinirken yapılır. Dağlardan hiç biri ayrılmazlar. <br>Ve siz bilmezken son yardımım dünya devletlerine üç tanesi müfettisleriyle kooparatifleri zorunlu olanı yapın. Her kooparatifindeki müfettişleri koruyan üslerini yapanı sivil dagci değilken. Kontro.gerilla timleri vardır. Herşeyi bu içeride dışarıda sivil gizlisiyle hallederler temizlerler. <br><br>Yap Hepsi gizlisinde devamlı kalicisidir, Devletinde.  Devletinde Herkesi  ürettirerek zengin yaparlar görevleri madenlerin hepsi onlarındir isletmezler satmazlar devletin  ekonomisi  düzeltmek icin, zorunlu  kooparatifleriyle üretimlerini kurmaya kullanirlar,. Her alandaki.planli gelişimlerine kullanırlar altin,bütün madenlerini<br>Her bir kooparatifinde gerillalariyla dağcı komando sivil silahlı gücleri vardır her alandaki ahlaksizlari sessizce  hepsini temizlerler.<br>Birincisi ilk kurulani kooparatifi zorunlusuyla kooparatifi bir kolu işçilerine tarım buğdayı, canlı danalari  üretirken satar karıyla yapacaklarını yapanidir devamlisinda. Karıyla kooparatif  ikinci kolunda müfettisleri varken müfettislerin herbiri her sehirinden gelirler.Müfrttişleri  Yüzden fazlasiyken. Her sehiri kasaba köyleriyle birlikte üretimleri.kazanclari giderleri.kari çıkartılırken hangi şehirde ne yaparsak karı arttuririz derlerken üretimlerdeki fireleriyle israfı devletin tamamında çıkartırlar. Müfettislerin  ikincisinde işi devamlisinda  devletin ekonomisini  fiksler sabitlerler. Devletin hepsi gizlisiyken devletin herşeyi de tam yetkilidirler her  islerinde ahlaksizi temizlerler yok ederler hırsızları casusları bozanlariyla üretime fitne fesat karistiranlari  hepsini fuhusuda dahil içki satanları uyuşturucu satanları, devletinde israf kendine malları geçirme calmalariyla kötüye kullanma içinden düsman devletlerine satma, toprakları satanlari dahil hepsini yok ederler sessizce gizlice.<br>Kooparatifi Ürettikleri askeriye techizatlarini dünyaya satar kar eder. Hepsi  üretilen moderndir silahlari techizatlariyla satılırken isteyen devletlere karını kooparatifinalir. <br>Her kooparatifinde aynıdır. Kooparatifi işçilerine mühendisleriyle ustalarına jet motorlarıyla  ürettirir. Devletini güclendirirken, dünya devletlerine satar  karını  koooaratifi alır. İkinci kolunda müfettislerin planlarında  yapması gerekenlere kullanirlar.  <br>İkinci koooaratifide birinci kolunda aynisinda üretir kar eder satar ticaretleriyle marketlerinde her bir kooparatiflerini kurarken halka istediklerine her ihtiyaçları başta yiyecekleri satılır ucuza. İkinci kooparatifin kazancı  karında ikinci kolu müfettisleriyle askeriyeye  başta hava gücünü,tank kara ordu gücünü  her silahlarıyla,helikopterleriyle füzeleriyle nükleerleriyle herşeyiyle elbiselerine bit eldiven paltolarina kadar geliştirirler devamlisinda.<br>Ücüncü kooparatifide  birinci kolu işçilere aynisinda ürettirir  ticaretleriyle kar eder karıyla ücüncü kooparatifi ikinci kolu devletin ihtiyacı olan herşeyini kuranidir köoeüleri gök delenleri evlerin hepsini başkasına verilmez halkların her ihtiyaçlarında kooparatif yapar ucuza satar.<br>Her bir kooparatifin ayrı ayrı  adan zeye ihtiyaçların satın alındığı  elbise yiyecekleri başta marketleri vardır her yerde. Hamburger  kafeteryalariyla gazozu kolasiyla kurulur karlarını alir kooparatifleri. <br>Her bir koooaratifi devamlı gizliyken her birisinin gizli sivil kontro ferillalari, vardır. Her işlerini sessiz  temizleyenkeri. Dünya durdukça yazılanları gizli kalicisidir. Her birinin içinde sivil haber alması vardır casuslariyla birlikte. İnsandan insana haberlerini toplayanlaridir hepsi gizlisinde devamlı kalicilaridir<br>A.Hikmet Ançel",0.0
13,@Mohsenyasliani1369,2024-04-14T19:59:55Z,2024-04-14T19:59:55Z,0,ای جو بایدن اگر با اسرائیل همراه نشی من خودم کمکش میکنم 💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀,0.0
14,@Mohsenyasliani1369,2024-04-14T19:55:50Z,2024-04-14T19:55:50Z,0,ای جو بایدن تماشا کردی جمهوری اسلامی اسرائیل را مورد هدف قرار داد سراغ توهم میاد پس نظام سلطه جمهوری اسلامی آخوندی بر ایران را نابود کن بگو اگر نمیکنی خودم به اسرائیل نشان قدررررررررت فوق مسیحایی را بدهم فهمیدی با اسرائیل همراه شوووووو,0.0
15,@Mohsenyasliani1369,2024-04-14T19:50:56Z,2024-04-14T19:50:56Z,0,ای جو بایدن با اسرائیل همراه شوووووو و جمهوری نجس اسلامی آخوندی را نیست و نابووود کن اگر با اسرائیل همراه نشی من کمکش میکنم و احتیاجی به تو نیست پس با اسرائیل همراه شوووووو و جمهوری اسلامی آخوندی محو و نابود کن🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀اگر جمهوری اسلامی را نابود نکنی بزودی زود بمب های اتمی و هسته ای را بر قاره کشورت آمریکا خالی میکند,0.0
16,@user-cw9kt8vo3g,2024-04-13T04:45:52Z,2024-04-13T04:48:41Z,0,"it&#39;s not the mistake of the democratics, and it just a mistake of America",0.4717
17,@masanstation7415,2024-04-13T04:42:38Z,2024-04-13T04:47:05Z,0,"clearly,he have a person who is acting instead of Joe.",0.0
18,@brandonflowers-pv1mu,2024-04-08T08:43:22Z,2024-04-08T08:43:22Z,1,FJB!,0.0
19,@fuchyuu663,2024-04-03T15:46:47Z,2024-04-03T15:46:47Z,1,He is committing treason,-0.3818
20,@bryanalcantarfilms,2024-04-03T06:21:27Z,2024-04-03T06:21:27Z,0,Biden/Harris 2024,0.0
21,@tonyfalasca150,2024-04-02T23:10:14Z,2024-04-02T23:10:14Z,0,Joe Biden did not destroy this country the Democrats who voted for him did you Democrats have blood on your hands.,0.431
22,@SomethingBlonde,2024-04-02T14:51:39Z,2024-04-02T14:51:39Z,0,I love President Biden.💙,0.6369
23,@FA-tp3pq,2024-03-30T18:29:41Z,2024-03-30T18:29:41Z,0,Trump❤Putin,0.0
24,@FA-tp3pq,2024-03-30T18:29:30Z,2024-03-30T18:29:30Z,0,Vamos Joe!,0.0
25,@mefor3,2024-03-26T02:36:36Z,2024-03-26T02:36:36Z,1,Trump would turn his back on world freedom. And American freedom. We saw that on Jan 6. Biden 2024 💙🇺🇸,0.8555
26,@laurapayne8177,2024-03-25T02:39:23Z,2024-03-25T02:39:23Z,1,No more money for Ukraine,-0.296
27,@laurapayne8177,2024-03-25T02:38:56Z,2024-03-25T02:38:56Z,1,Fjb,0.0
28,@a.hikmetancel826,2024-03-24T20:09:43Z,2024-03-24T20:09:43Z,0,"Any religions, any İslam secst, peoples never be president. Never be ministers, All religions live in management gladio management with human rights.All religions, secs,peole hibe tax to gladio  management. Live together in human rights<br>No attack to Yemen. Get first to all West Side of river in israel. Get New gladio state and build<br>And Kudüs mine City mine castle all religion must use each ither Doors enter the Kudüs with peace ever. İ did castle if kudüs mine castle.<br>And river  must be Clear no pass other side. Tradies free with israel. No fight no chaos never. Gladio  management must be here ever. Each states must have gladio here places all middle east<br>A.Hikmet Ançel",-0.6808
29,@a.hikmetancel826,2024-03-24T19:47:23Z,2024-03-24T19:47:23Z,0,"Your New state.<br>Pentegon,italy comando army powers, france comando army powers get All palestine stay ever in palestine  all West Side river together el kaide you must do same usa state management develooment All West Side river of palestine. İsrailiye yahudiye must stay West Side river of palestine.<br>West Side must ve similari usa state with italy,france. İf want stay palestine people  in New West Side of river.palestine peoole  Never be president in New West Side state of river. Palestine peoole only live. With human  rights. No president no management<br>A.Hikmet Ançel",-0.4767
30,@fightfish3265,2024-03-22T20:36:51Z,2024-03-22T20:36:51Z,1,"Mr. President, you are a complete failure.<br>You&#39;re welcome.",0.4588
31,@drewgavin5462,2024-03-21T00:10:04Z,2024-03-21T00:10:04Z,1,joke biden...,0.296
32,@brucelamberton8819,2024-03-17T09:25:54Z,2024-03-17T09:25:54Z,0,"The whole world is looking forward to four more years, Mr President.",0.0
33,@MDman-vh5zz,2024-03-16T20:31:30Z,2024-03-16T20:31:30Z,0,I BEEN TO TRUMP RALLY 2024..TRUE REPUBLICAN PATRIOTS!! we die for the motherland and greater future for our children living in Greenland!! (Note: G has more hydrocarbon than Saudia x3) Making TRUMP America great again….TEXAS is the 28th state of America🇺🇸 AND GREENLAND🇬🇱 is the 51 state of America🇺🇸 if anyone says otherwise they have to walk over 80million D.E.A.D TRUMP voters!! Can all the countries of Europe United survive a PINCER America from the sea Russia from land??? TWO WORDS …. GREEN LAND Trump 2024 ❤ Putin 2024 People have a VERY short memory!! Hitxxx (Can’t use the name YouTube policy) and Stalin were best friends….before ONE GERMAN🇩🇪 got!! “GREDDY” ?????,0.9157
34,@a.hikmetancel826,2024-03-16T18:01:57Z,2024-03-16T18:01:57Z,0,Ergenekon denileni film senaryo yazari aktör  şener şen bin bir surat maskeleriyle<br>A.Hikmet Ançel,0.0
35,@Xoxol602,2024-03-16T14:01:20Z,2024-03-16T14:01:20Z,0,I KNOW FOR A FACT IF YOU HELPED BUS/CHARTER BUS DRIVERS AND TRUCK DRIVERS AND GAVE US STUDENT LOAN FORGIVENESS OR HIGHER PAY YOU WOULD WIN PRESIDENCY AGAIN. I JUST KNOW IT,0.6705
36,@user-me4zk4mc3o,2024-03-16T06:33:48Z,2024-03-16T06:33:48Z,0,កាឌួយម៉ែហែងចុះចេញពីរតំណែងរបស់អញ ( វាកំពុងជេរតបតជាមួយខ្ញុំតាមផ្លាយរណបមកខ្គុំ តំណាង Joe Biden  និង រដ្ឋសភា ខ្ញុំជេរ ពួកវាទេ ខ្ញុំ បញ្ជាក់ ដាក់ News  វាចង់ប្រមាថ អន្តរជាតិ មើល វាអោយ កុំអោយវាប្រហុឺពេក វារំខាន មុខរបរ រកសុី និង ជីវិត រស់នៅប្រជាជន ),0.0
37,@user-ie6qq7ji9f,2024-03-14T20:03:34Z,2024-03-14T20:03:34Z,0,Scheiße auf BAYDEN er ist mit MOLHA im Iran Geschäfte zu machen 🤮🤮🤮🤮🤮🤮👺👺👺👺👺👺👺👎👎👎👎👎👎,0.0
38,@Andrey-ey8rm,2024-03-14T09:39:21Z,2024-03-14T09:39:21Z,0,"Biden is the real president! Thanks to him for destroying the production of EU countries, which allowed us to raise our industry, for the genocide of states that pushed them to be friends with us, for helping to destroy the fascists pardoned by Khrushchev, and most importantly how he grouped them on the territory of Ukraine , for the destruction of the US economy. Thanks You are a real communist.",0.3149
39,@jenniferschramn4095,2024-03-13T05:15:45Z,2024-03-13T05:15:45Z,0,I thank Biden immensely for doing such an outstanding job! You have exceeded our expectations and now you have Gen Z support. You are for the people and Bo must be so proud of you as am I and all of your beloved supporters!! 💙💙❤️💙,0.9651
40,@UncleTony2,2024-03-13T05:11:40Z,2024-03-13T05:11:40Z,2,"Woke up, brainwashed everyone, got ice cream, went to sleep <br><br>- joe Biden",0.0
41,@a.hikmetancel826,2024-03-12T09:47:10Z,2024-03-12T09:47:10Z,0,Her sehrinde insan haklari bildirgesi taşa kazinmişiyla taş binasi insan haklari mahkemeleriyle hangi sehrinde hastalik mikroplari varsa polisiyle herseyiyle cikani.olurken. eyalet sehirleride bunun icinken. Hastalikli olanlari mikroplari hangi sehrindeyse orasina tedavisi yapilaniyken. Kimseleri demikratik siyasete kaf söyleyemez hale gelirler,0.0
42,@a.hikmetancel826,2024-03-12T09:44:22Z,2024-03-12T09:44:22Z,0,"Yap<br>Devletinin derin devleti denileni askeri gücü gizlisi tarikatının başkanlarını dinlemeden kendilerinin aldıkları kararlarıyla savasmalari, demokratik siyaseti hiçe sayarak yok etmeleri. Sadece ben savasanim ben yönetirim dememelerini  saglayani.hersehrinde insan hakları bildirgeleri.tadlarina işlenir. İnsan hakları.mahkemeleri  hakimleriyle avukatlarıyla savcıları haklarını alacaklara susarlarken  sahtekarliklara engel olurlar kurulur. Taşlardan binasında aynı Roma tarzindaki çatılı sutunlariyla salonları ayrisinda  çoklu kurulurlar<br>A.Hikmet Ançel",0.0
43,@hemanga_moral__.__,2024-03-10T18:48:32Z,2024-03-10T18:48:32Z,1,"If Americans want to make their country Great Again, then VOTE TRUMP 🇺🇸<br>If Americans want to be Respected Again In International fora, then VOTE TRUMP 🇺🇸<br>If Americans doesn&#39;t want their Tax payers money, to go into Foreign countries war, then VOTE TRUMP 🇺🇸<br>If Americans want their country &#39;s border to be secure, then VOTE TRUMP 🇺🇸<br>If Americans wants a Great Future for themselves and also for their country, then Vote TRUMP 🇺🇸",0.9001
44,@citrused8571,2024-03-09T01:29:42Z,2024-03-09T01:29:42Z,4,"The first thing I noticed was Poland and Ukraine, so uh, what about America?",0.0
45,@gerdsfargen6687,2024-03-08T20:28:57Z,2024-03-08T20:28:57Z,1,You gotta love deepfake. Makes his lips move so realistically.,0.6369
46,@jasongimello234,2024-03-07T15:48:17Z,2024-03-07T15:48:17Z,1,Biden is sofa king we tarded,0.0
47,@jasongimello234,2024-03-07T15:45:32Z,2024-03-07T15:45:32Z,2,"I hate you joe biden.  You have no redeeming values, you are a villian through andvthrough.   Any one wants to see what a bad guy looks like, only needs to look at you.",-0.6369
48,@Theschwartz87,2024-03-06T06:02:40Z,2024-03-06T06:02:40Z,1,Why are there Neo-nazi&#39;s there ?,0.0
49,@andiweinbender50415,2024-03-05T20:28:58Z,2024-03-05T20:28:58Z,0,👨‍👩‍👧‍👦🧚‍♀️🙏Love from Kempten,0.0
50,@Andisaputra-pg7yb,2024-03-05T10:11:33Z,2024-03-05T10:11:33Z,1,You are cruel to my brothers in Palestine why are you so cruel Biden why are you sending war equipment to Israel oh you are so cruel to my brothers in Palestine I don&#39;t like what you do,-0.93
51,@user-fu2xy8dw6t,2024-03-04T12:43:45Z,2024-03-04T12:43:45Z,0,អ៊ុំ ដក flags American ចេញ<br>ដាក់ flag ក្បាលខ្មោច វិញអ៊ុំ និង បន្លា ក្បាល ព្រះ Jesus Christ និង រូប មនុស្សជាតិ,0.0
52,@user-qp7mv6bw9j,2024-03-04T08:43:49Z,2024-03-04T08:43:49Z,0,The idea of America is not having thousands off illegal immigrants crossing in and to be more harsh on crime. KING TRUMP WE NEED YOU NOW !!!!!!!!,-0.914
53,@acrubendall,2024-03-03T22:38:48Z,2024-03-03T22:38:48Z,1,"Who actually stands for American&#39;s freedoms?  It is certainly not Joe Biden.  This is all propaganda so you can profit off of the blood, sweat, and tears of those who built our great nation.  What a sham.",0.8387
54,@toddm9501,2024-03-03T20:18:41Z,2024-03-03T20:18:41Z,1,"Contrast sleepy, creepy joey. With President Nixon after he left office 10 years later. Nixon was fantastic. Alive. Didn&#39;t go uhhhh, errrr,ummmm. Didn&#39;t confuse dead leaders with alive ones. In Fact. MLB wanted Nixon as Commisioner. Does anyone think this corpse in The White House knows what MLB stands for?",-0.4166
55,@a.hikmetancel826,2024-03-03T19:59:00Z,2024-03-03T19:59:00Z,0,"Pentegon denilenleri gizli subayları tarikatindaki moruk generali, el kaidesiyle , amerika birleşik devletleri washingtondakileriyle her bir yerindeki gizlisi merkez bankalarindan aldıkları paralarını sakladiklari yerleri gawaiye benzeyeni adasında gizli sandiklarinda aynı korsan denizcileri gibi kuma göner saklarlarken. Bizdeki bu akılla amerikayi tekrar tekrar istesekte kuranı olurken kimselere ihtiyacımız bile kalmazken her yerdeki petrolleri benimken madenleride el.kaidesine yüzdeliklerini verirken o benim sevgili dobermanim gibi istediğimde baskanlari bile isirtirim onlara derken talibanla daeside aynısı dalarken kimselere kuruş koklatmam diyenleriyken. Tayip Erdoğan&#39;ı bana kazık atanın anasıyla bacisiyla merkezindeki paralarını alacagimi bilmeli derken merkez bankasını ben bilmezken Ergenekon abimiz denileni bileni olurlar hemencecik<br>A.Hikmet Ançel",0.0
56,@theofficialgreenkane9645,2024-03-03T03:11:24Z,2024-03-03T03:11:24Z,2,Guy is ruining America 🗣️🗣️🗣️,-0.25
57,@thomaswesterman6950,2024-03-02T21:59:34Z,2024-03-02T21:59:34Z,1,Biden is a president that wants America destroyed—forever wars an economy for corporations not small business—open borders as we are in a proxy war with Russia——-,-0.8176
58,@jon989uvxx3,2024-03-02T09:21:54Z,2024-03-02T09:21:54Z,1,"You started this war, and use fredom as a pretext",-0.6833
59,@manuelinagmanuelina2033,2024-03-02T05:54:00Z,2024-03-02T05:54:00Z,0,"President Joe Biden is a cruel genocidal executioner;  Joe Biden is a bad manager that&#39;s why he will lose the elections, Netanyahu and another liar and unbalanced, all Israeli and American products, we will boycott, we won&#39;t buy.",-0.9393
60,@alischooper9482,2024-03-01T16:09:11Z,2024-03-01T16:09:11Z,0,Biden ist Ur-Ur Opa von den Schlümpfen &amp; die 7 Zwergen mit Alice &amp; die saubarer Land von Walt Disney,-0.8316
61,@chinesetiktok2529,2024-03-01T07:46:22Z,2024-03-01T07:46:22Z,0,"<a href=""https://www.youtube.com/watch?v=Rp9h4YEV6Rk&amp;t=1"">00:01</a> 飞往波兰的秘密航班和窗户被遮蔽的火车<br><a href=""https://www.youtube.com/watch?v=Rp9h4YEV6Rk&amp;t=10"">00:10</a> 基夫与乌克兰站在一起<br><a href=""https://www.youtube.com/watch?v=Rp9h4YEV6Rk&amp;t=16"">00:16</a> 乔·拜登谈到自己是战区第一家美国餐厅。<br><a href=""https://www.youtube.com/watch?v=Rp9h4YEV6Rk&amp;t=23"">00:23</a> 保安人员和顾问陪我上火车。<br><a href=""https://www.youtube.com/watch?v=Rp9h4YEV6Rk&amp;t=30"">00:30</a> 带来美国的理念和承诺<br><a href=""https://www.youtube.com/watch?v=Rp9h4YEV6Rk&amp;t=39"">00:39</a> 该视频讨论了自由、独立和自决的重要性。<br><a href=""https://www.youtube.com/watch?v=Rp9h4YEV6Rk&amp;t=46"">00:46</a> 与西宁斯基总统一起感受到紧迫感，并在后台发出警报<br><a href=""https://www.youtube.com/watch?v=Rp9h4YEV6Rk&amp;t=54"">00:54</a> 美国是世界的灯塔<br>Crafted by Merlin AI.",0.0
62,@dawsonwiswall6604,2024-02-28T13:30:29Z,2024-02-28T13:30:29Z,2,"“Ukraine first, America Last”- Joe Biden",0.0
63,@williamou417,2024-02-28T12:28:25Z,2024-02-28T12:28:25Z,1,Biden for nursing home,0.0
64,@Zainab-jb7lr,2024-02-28T00:49:04Z,2024-02-28T00:49:04Z,1,Blah blah blah,-0.296
65,@instrumentalsongs500,2024-02-27T20:10:54Z,2024-02-27T20:10:54Z,1,This video has 9.0k dislikes,-0.4019
66,@marietellez6021,2024-02-27T09:27:16Z,2024-02-27T09:27:16Z,1,I love you President Biden!!! You got my vote,0.7249
67,@brayan8656,2024-02-27T00:06:35Z,2024-02-27T00:06:35Z,0,Manana Banana,0.0
68,@abishanashley,2024-02-26T23:39:44Z,2024-02-26T23:39:44Z,0,"Plz don’t destroy the beautiful US. You are a huge mess, Plz make US a better place. Bring unity across people it is your duty. You are failing mate",0.1027
69,@debbievianna7710,2024-02-26T07:00:00Z,2024-02-26T07:00:00Z,1,Ban trump he cant be a president.,-0.5574
70,@MegaTri4,2024-02-26T00:07:43Z,2024-02-26T00:07:43Z,1,Bad idea lol,-0.1779
71,@haleysolis3200,2024-02-25T01:25:05Z,2024-02-25T01:25:05Z,1,BIDEN-HARRIS 2024🎉🎆🎊🎆🎊,0.0
72,@user-xu2zb2hs2x,2024-02-24T04:20:15Z,2024-02-24T04:20:15Z,0,កាឌួយម៉ែហេងអាឆ្កែថោកទាប<br>ដឹកនាំកាឌួយមែ៉ហែងរបៀបមិចបាន<br>ពិភពរញ៉េរញ៉ៃ ខ្លួនហែង ហែងមិនកែប្រែផងហែងចង់កែប្រែ ពួកអញ អោយទិញរបស់ហែង អាថោកទាប <br>ចេញកុំអោយអញ ដេញ អាឆ្កែថោកទាប អញប្រឆាំង អាឆ្កែអត់ប្រយោជន៍ ដឹកនាំពិភពលោកដេរតើ <br>អា46 ទិញរបស់ពួកអញ សុំផង តាម news អញលកអោយសុី 😂 បើហែងអត់ប្រយោជន៍កុំដឹកនាំប្រទេសអញ ចេញ អោយផ្កាយរណប អញជេររំលោភសិទ្ធិពូកហែង អោយរស់នៅលើសន្លឹក ឆ្នោតអញ ចុះចេញពីរតំណែង ឈប់រកស៊ីជាមួយអញ ចេញពីរតំណែង អញ អាប្រធានាធិបតី អត់ប្រយោជន៍ ចេញទៅ ពួកហែងវាសាហាវ ឃោរឃៅពេក  ( វាប្រហុឺនពេក អោយតែថ្ងៃ បងស្រីខ្ញុំកលេងផ្ទះ ទិញនេះ ទិញនោះ មក ហូបជាមួយគ្រូសារ វាជេរខ្ញុំ តាំងពីរយប់រហូតដល់ភ្លឺ បងខ្ញុំធ្វើការចាមួយ ជនជា។ China ថៅកែគាត់ ហើយពួកវារាល់ថ្ងៃ រស់នៅ មានបាយសុី ដោយសារពួកខ្ញុំទេ វាថោកអាចនិយាយ អញអោយ រញ៉េរញ៉ៃពេញ កន្លែងខ្ញុំរស់ ) ចេញពីរសេដ្ឋកិច្ចអន្តរជាតិរបស់អញ អញមិនមែនទាសករពួកហែងទេ ហែងប្រហុឺនជាមួយ សិទ្ធិបុគ្គល អញពេក ដកទណ្ឌកម្ម Russia បើមិនដាក់ទណ្ឌកម្ម Israel ហើយចេញពីសេដ្ឋកិច្ច អន្តរជាតិរបស់អញ ហើយឈប់ដឹកនាំដោយសារ កំលាំងស្រី បើហែងរំលោភបំពាន សិទ្ធិរស់នៅ ផ្ទាល់ខ្លួនរបស់ប្រជាជន អញមិនអោយហែងប៉ះពាល់ សន្លឹកឆ្នោតរបស់អញទេ តំណែង ទី 46 របស់ហែង អញអោយ តែមិនថ្លៃថ្នូរទេ,0.0
73,@user-jb6gz7kd4n,2024-02-23T19:22:47Z,2024-02-23T19:22:47Z,3,"Is anyone else sick of Biden, Harris, Obama, Clinton, Etc., manipulating and blatantly lying to us Americans? This dude is a puppet and they are all a disgrace to America.",-0.9081
74,@dadara742,2024-02-23T11:32:52Z,2024-02-23T11:32:52Z,0,"Uaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,",0.0
75,@user-de2pm7vr7y,2024-02-23T06:37:22Z,2024-02-23T06:37:22Z,0,🍀,0.0
76,@user-de2pm7vr7y,2024-02-23T02:07:37Z,2024-02-23T02:07:37Z,0,🍀,0.0
77,@josemendezfallas5424,2024-02-23T00:45:25Z,2024-02-23T00:45:25Z,0,"This is a actor , and a motherrrrrrrrr fuck3r!",0.0
78,@Potus1789-chanel,2024-02-21T11:30:05Z,2024-02-21T11:30:05Z,0,"The truth is that Biden and Trump&#39;s time is over. It&#39;s the first time I have no idea who to vote for in November, in 2020 I voted for Trump, between the two I prefer Trump, but without great enthusiasm.<br>I didn&#39;t like the Biden presidency.",-0.2826
79,@FireinTheBowl,2024-02-21T04:01:29Z,2024-02-21T04:01:29Z,1,This has 9.3k dislikes,-0.4019
80,@user-de2pm7vr7y,2024-02-21T01:51:37Z,2024-02-21T01:51:37Z,0,🍀,0.0
81,@UnknownAlien475,2024-02-20T23:28:45Z,2024-02-20T23:28:45Z,1,I wonder how many takes this took?,0.0
82,@averagedude130,2024-02-20T23:07:24Z,2024-02-20T23:07:24Z,1,why did this conflict conveniently start during your term?,-0.3869
83,@user-hj2bw6ni4b,2024-02-20T22:56:15Z,2024-02-20T22:56:15Z,1,Poopy pants dictator,0.0
84,@user-hj2bw6ni4b,2024-02-20T22:54:56Z,2024-02-20T22:54:56Z,0,I’m with you Joe!,0.0
85,@cyber-7777,2024-02-20T04:40:13Z,2024-02-20T04:40:13Z,2,"Dear Americans, you should know that Ukraine is a state of Russia, like Michigan is a state of the USA. Or the lands of Austria are part of it. Etc. Biden unleashes the 3rd World War on your taxes for 30 years ahead. Stop him, he&#39;s ruining your reputation and your country.",-0.4588
86,@michaeldillon9666,2024-02-20T02:47:55Z,2024-02-20T02:47:55Z,0,"America hates you, Joe<br>🇺🇸🇺🇸TRUMP2024🇺🇸🇺🇸",-0.4404
87,@user-de2pm7vr7y,2024-02-18T17:10:43Z,2024-02-18T17:10:43Z,0,🍀,0.0
88,@user-dk1bv9ck1p,2024-02-17T14:08:26Z,2024-02-17T14:08:26Z,1,In a world where everybody needs the approval of Putin in The Ineternational Coart of Law in Hague and in  UN while Putin does not need any approval from anybody - Injustice is a fact of life.,0.3612
89,@IknowIknow-cl6xu,2024-02-16T05:53:10Z,2024-02-16T05:53:10Z,0,"What is this beacon to the world America doing for the rest of the world, for Palestine, for War torn African nations, Asian Nations ? 😅",-0.7096
90,@BarbecueSnowflake,2024-02-15T12:44:01Z,2024-02-15T12:44:01Z,1,"Your brain doesn’t work anymore, step down",0.0
91,@StitchShifter,2024-02-15T01:13:04Z,2024-02-15T01:13:04Z,0,Most popular comments for sure. 🦃🥔🥸👍☝️,0.659
92,@StitchShifter,2024-02-15T01:09:53Z,2024-02-15T01:12:06Z,0,🥔🦃,0.0
93,@christineiscrocheting,2024-02-14T06:18:46Z,2024-02-14T06:18:46Z,1,We need to take care of America first so we are able to help others!,0.7345
